Start profiling...
STAGE:2023-03-21 23:08:33 15306:15306 ActivityProfilerController.cpp:294] Completed Stage: Warm Up
STAGE:2023-03-21 23:08:37 15306:15306 ActivityProfilerController.cpp:300] Completed Stage: Collection
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  
Train Epoch: 7 [53120/60000 (88%)]	Loss: 0.035350
Train Epoch: 7 [53760/60000 (90%)]	Loss: 0.007474
Train Epoch: 7 [54400/60000 (91%)]	Loss: 0.038273
Train Epoch: 7 [55040/60000 (92%)]	Loss: 0.013395
Train Epoch: 7 [55680/60000 (93%)]	Loss: 0.016765
Train Epoch: 7 [56320/60000 (94%)]	Loss: 0.066708
Train Epoch: 7 [56960/60000 (95%)]	Loss: 0.055303
Train Epoch: 7 [57600/60000 (96%)]	Loss: 0.001176
Train Epoch: 7 [58240/60000 (97%)]	Loss: 0.013556
Train Epoch: 7 [58880/60000 (98%)]	Loss: 0.002451
Train Epoch: 7 [59520/60000 (99%)]	Loss: 0.100566

Test set: Average loss: 0.0283, Accuracy: 9909/10000 (99%)

Train Epoch: 8 [0/60000 (0%)]	Loss: 0.002221
Train Epoch: 8 [640/60000 (1%)]	Loss: 0.007807
Train Epoch: 8 [1280/60000 (2%)]	Loss: 0.025910
Train Epoch: 8 [1920/60000 (3%)]	Loss: 0.014832
Train Epoch: 8 [2560/60000 (4%)]	Loss: 0.047905
Train Epoch: 8 [3200/60000 (5%)]	Loss: 0.014662
Train Epoch: 8 [3840/60000 (6%)]	Loss: 0.005524
Train Epoch: 8 [4480/60000 (7%)]	Loss: 0.043252
Train Epoch: 8 [5120/60000 (9%)]	Loss: 0.007335
Train Epoch: 8 [5760/60000 (10%)]	Loss: 0.005400
Train Epoch: 8 [6400/60000 (11%)]	Loss: 0.027421
Train Epoch: 8 [7040/60000 (12%)]	Loss: 0.036222
Train Epoch: 8 [7680/60000 (13%)]	Loss: 0.008955
Train Epoch: 8 [8320/60000 (14%)]	Loss: 0.068184
Train Epoch: 8 [8960/60000 (15%)]	Loss: 0.012342
Train Epoch: 8 [9600/60000 (16%)]	Loss: 0.002804
Train Epoch: 8 [10240/60000 (17%)]	Loss: 0.033790
Train Epoch: 8 [10880/60000 (18%)]	Loss: 0.002187
Train Epoch: 8 [11520/60000 (19%)]	Loss: 0.017926
Train Epoch: 8 [12160/60000 (20%)]	Loss: 0.031011
Train Epoch: 8 [12800/60000 (21%)]	Loss: 0.009403
Train Epoch: 8 [13440/60000 (22%)]	Loss: 0.192844
Train Epoch: 8 [14080/60000 (23%)]	Loss: 0.000445
Train Epoch: 8 [14720/60000 (25%)]	Loss: 0.015813
Train Epoch: 8 [15360/60000 (26%)]	Loss: 0.039728
Train Epoch: 8 [16000/60000 (27%)]	Loss: 0.010402
Train Epoch: 8 [16640/60000 (28%)]	Loss: 0.005484
Train Epoch: 8 [17280/60000 (29%)]	Loss: 0.028109
Train Epoch: 8 [17920/60000 (30%)]	Loss: 0.003847
Train Epoch: 8 [18560/60000 (31%)]	Loss: 0.006031
Train Epoch: 8 [19200/60000 (32%)]	Loss: 0.078134
Train Epoch: 8 [19840/60000 (33%)]	Loss: 0.007242
Train Epoch: 8 [20480/60000 (34%)]	Loss: 0.015987
Train Epoch: 8 [21120/60000 (35%)]	Loss: 0.037676
Train Epoch: 8 [21760/60000 (36%)]	Loss: 0.002484
Train Epoch: 8 [22400/60000 (37%)]	Loss: 0.038872
Train Epoch: 8 [23040/60000 (38%)]	Loss: 0.015631
Train Epoch: 8 [23680/60000 (39%)]	Loss: 0.010701
Train Epoch: 8 [24320/60000 (41%)]	Loss: 0.009724
Train Epoch: 8 [24960/60000 (42%)]	Loss: 0.039992
Train Epoch: 8 [25600/60000 (43%)]	Loss: 0.016891
Train Epoch: 8 [26240/60000 (44%)]	Loss: 0.011657
Train Epoch: 8 [26880/60000 (45%)]	Loss: 0.034994
Train Epoch: 8 [27520/60000 (46%)]	Loss: 0.001620
Train Epoch: 8 [28160/60000 (47%)]	Loss: 0.051824
Train Epoch: 8 [28800/60000 (48%)]	Loss: 0.111530
Train Epoch: 8 [29440/60000 (49%)]	Loss: 0.013250
Train Epoch: 8 [30080/60000 (50%)]	Loss: 0.123697
Train Epoch: 8 [30720/60000 (51%)]	Loss: 0.003491
Train Epoch: 8 [31360/60000 (52%)]	Loss: 0.010021
Train Epoch: 8 [32000/60000 (53%)]	Loss: 0.020944
Train Epoch: 8 [32640/60000 (54%)]	Loss: 0.099192
Train Epoch: 8 [33280/60000 (55%)]	Loss: 0.021170
Train Epoch: 8 [33920/60000 (57%)]	Loss: 0.004675
Train Epoch: 8 [34560/60000 (58%)]	Loss: 0.033550
Train Epoch: 8 [35200/60000 (59%)]	Loss: 0.125289
Train Epoch: 8 [35840/60000 (60%)]	Loss: 0.037062
Train Epoch: 8 [36480/60000 (61%)]	Loss: 0.049308
Train Epoch: 8 [37120/60000 (62%)]	Loss: 0.088644
Train Epoch: 8 [37760/60000 (63%)]	Loss: 0.104099
Train Epoch: 8 [38400/60000 (64%)]	Loss: 0.019517
Train Epoch: 8 [39040/60000 (65%)]	Loss: 0.021087
Train Epoch: 8 [39680/60000 (66%)]	Loss: 0.007183
Train Epoch: 8 [40320/60000 (67%)]	Loss: 0.004610
Train Epoch: 8 [40960/60000 (68%)]	Loss: 0.032615
Train Epoch: 8 [41600/60000 (69%)]	Loss: 0.160135
Train Epoch: 8 [42240/60000 (70%)]	Loss: 0.058113
Train Epoch: 8 [42880/60000 (71%)]	Loss: 0.032701
Train Epoch: 8 [43520/60000 (72%)]	Loss: 0.002309
Train Epoch: 8 [44160/60000 (74%)]	Loss: 0.005285
Train Epoch: 8 [44800/60000 (75%)]	Loss: 0.008895
Train Epoch: 8 [45440/60000 (76%)]	Loss: 0.004823
Train Epoch: 8 [46080/60000 (77%)]	Loss: 0.001728
Train Epoch: 8 [46720/60000 (78%)]	Loss: 0.036394
Train Epoch: 8 [47360/60000 (79%)]	Loss: 0.011170
Train Epoch: 8 [48000/60000 (80%)]	Loss: 0.107424
Train Epoch: 8 [48640/60000 (81%)]	Loss: 0.010065
Train Epoch: 8 [49280/60000 (82%)]	Loss: 0.014302
Train Epoch: 8 [49920/60000 (83%)]	Loss: 0.041117
Train Epoch: 8 [50560/60000 (84%)]	Loss: 0.010642
Train Epoch: 8 [51200/60000 (85%)]	Loss: 0.048045
Train Epoch: 8 [51840/60000 (86%)]	Loss: 0.010805
Train Epoch: 8 [52480/60000 (87%)]	Loss: 0.116561
Train Epoch: 8 [53120/60000 (88%)]	Loss: 0.005735
Train Epoch: 8 [53760/60000 (90%)]	Loss: 0.064594
Train Epoch: 8 [54400/60000 (91%)]	Loss: 0.010595
Train Epoch: 8 [55040/60000 (92%)]	Loss: 0.005912
Train Epoch: 8 [55680/60000 (93%)]	Loss: 0.027258
Train Epoch: 8 [56320/60000 (94%)]	Loss: 0.028318
Train Epoch: 8 [56960/60000 (95%)]	Loss: 0.048138
Train Epoch: 8 [57600/60000 (96%)]	Loss: 0.013144
Train Epoch: 8 [58240/60000 (97%)]	Loss: 0.006445
Train Epoch: 8 [58880/60000 (98%)]	Loss: 0.035629
Train Epoch: 8 [59520/60000 (99%)]	Loss: 0.025688

Test set: Average loss: 0.0297, Accuracy: 9911/10000 (99%)

Train Epoch: 9 [0/60000 (0%)]	Loss: 0.003698
Train Epoch: 9 [640/60000 (1%)]	Loss: 0.028251
Train Epoch: 9 [1280/60000 (2%)]	Loss: 0.010035
Train Epoch: 9 [1920/60000 (3%)]	Loss: 0.011568
Train Epoch: 9 [2560/60000 (4%)]	Loss: 0.094244
Train Epoch: 9 [3200/60000 (5%)]	Loss: 0.022036
Train Epoch: 9 [3840/60000 (6%)]	Loss: 0.010021
Train Epoch: 9 [4480/60000 (7%)]	Loss: 0.013371
Train Epoch: 9 [5120/60000 (9%)]	Loss: 0.008035
Train Epoch: 9 [5760/60000 (10%)]	Loss: 0.004373
Train Epoch: 9 [6400/60000 (11%)]	Loss: 0.069743
Train Epoch: 9 [7040/60000 (12%)]	Loss: 0.003189
Train Epoch: 9 [7680/60000 (13%)]	Loss: 0.053456
Train Epoch: 9 [8320/60000 (14%)]	Loss: 0.001411
Train Epoch: 9 [8960/60000 (15%)]	Loss: 0.003498
Train Epoch: 9 [9600/60000 (16%)]	Loss: 0.161885
Train Epoch: 9 [10240/60000 (17%)]	Loss: 0.016462
Train Epoch: 9 [10880/60000 (18%)]	Loss: 0.002926
Train Epoch: 9 [11520/60000 (19%)]	Loss: 0.009382
Train Epoch: 9 [12160/60000 (20%)]	Loss: 0.020244
Train Epoch: 9 [12800/60000 (21%)]	Loss: 0.075788
Train Epoch: 9 [13440/60000 (22%)]	Loss: 0.005844
Train Epoch: 9 [14080/60000 (23%)]	Loss: 0.065017
Train Epoch: 9 [14720/60000 (25%)]	Loss: 0.052313
Train Epoch: 9 [15360/60000 (26%)]	Loss: 0.010044
Train Epoch: 9 [16000/60000 (27%)]	Loss: 0.001797
Train Epoch: 9 [16640/60000 (28%)]	Loss: 0.113667
Train Epoch: 9 [17280/60000 (29%)]	Loss: 0.003727
Train Epoch: 9 [17920/60000 (30%)]	Loss: 0.115168
Train Epoch: 9 [18560/60000 (31%)]	Loss: 0.006443
Train Epoch: 9 [19200/60000 (32%)]	Loss: 0.000650
Train Epoch: 9 [19840/60000 (33%)]	Loss: 0.002141
Train Epoch: 9 [20480/60000 (34%)]	Loss: 0.062906
Train Epoch: 9 [21120/60000 (35%)]	Loss: 0.021409
Train Epoch: 9 [21760/60000 (36%)]	Loss: 0.041792
Train Epoch: 9 [22400/60000 (37%)]	Loss: 0.033029
Train Epoch: 9 [23040/60000 (38%)]	Loss: 0.014039
Train Epoch: 9 [23680/60000 (39%)]	Loss: 0.026902
Train Epoch: 9 [24320/60000 (41%)]	Loss: 0.072708
Train Epoch: 9 [24960/60000 (42%)]	Loss: 0.014589
Train Epoch: 9 [25600/60000 (43%)]	Loss: 0.026463
Train Epoch: 9 [26240/60000 (44%)]	Loss: 0.035379
Train Epoch: 9 [26880/60000 (45%)]	Loss: 0.122911
Train Epoch: 9 [27520/60000 (46%)]	Loss: 0.009019
Train Epoch: 9 [28160/60000 (47%)]	Loss: 0.030642
Train Epoch: 9 [28800/60000 (48%)]	Loss: 0.015109
Train Epoch: 9 [29440/60000 (49%)]	Loss: 0.098938
Train Epoch: 9 [30080/60000 (50%)]	Loss: 0.004687
Train Epoch: 9 [30720/60000 (51%)]	Loss: 0.002452
Train Epoch: 9 [31360/60000 (52%)]	Loss: 0.020263
Train Epoch: 9 [32000/60000 (53%)]	Loss: 0.029062
Train Epoch: 9 [32640/60000 (54%)]	Loss: 0.005988
Train Epoch: 9 [33280/60000 (55%)]	Loss: 0.007865
Train Epoch: 9 [33920/60000 (57%)]	Loss: 0.058397
Train Epoch: 9 [34560/60000 (58%)]	Loss: 0.031310
Train Epoch: 9 [35200/60000 (59%)]	Loss: 0.005868
Train Epoch: 9 [35840/60000 (60%)]	Loss: 0.003436
Train Epoch: 9 [36480/60000 (61%)]	Loss: 0.039862
Train Epoch: 9 [37120/60000 (62%)]	Loss: 0.168383
Train Epoch: 9 [37760/60000 (63%)]	Loss: 0.030865
Train Epoch: 9 [38400/60000 (64%)]	Loss: 0.104768
Train Epoch: 9 [39040/60000 (65%)]	Loss: 0.047481
Train Epoch: 9 [39680/60000 (66%)]	Loss: 0.022412
Train Epoch: 9 [40320/60000 (67%)]	Loss: 0.002218
Train Epoch: 9 [40960/60000 (68%)]	Loss: 0.007930
Train Epoch: 9 [41600/60000 (69%)]	Loss: 0.048158
Train Epoch: 9 [42240/60000 (70%)]	Loss: 0.043491
Train Epoch: 9 [42880/60000 (71%)]	Loss: 0.025420
Train Epoch: 9 [43520/60000 (72%)]	Loss: 0.005013
Train Epoch: 9 [44160/60000 (74%)]	Loss: 0.004533
Train Epoch: 9 [44800/60000 (75%)]	Loss: 0.001947
Train Epoch: 9 [45440/60000 (76%)]	Loss: 0.063179
Train Epoch: 9 [46080/60000 (77%)]	Loss: 0.010690
Train Epoch: 9 [46720/60000 (78%)]	Loss: 0.041806
Train Epoch: 9 [47360/60000 (79%)]	Loss: 0.026996
Train Epoch: 9 [48000/60000 (80%)]	Loss: 0.026482
Train Epoch: 9 [48640/60000 (81%)]	Loss: 0.024635
Train Epoch: 9 [49280/60000 (82%)]	Loss: 0.044659
Train Epoch: 9 [49920/60000 (83%)]	Loss: 0.001356
Train Epoch: 9 [50560/60000 (84%)]	Loss: 0.008525
Train Epoch: 9 [51200/60000 (85%)]	Loss: 0.102287
Train Epoch: 9 [51840/60000 (86%)]	Loss: 0.015844
Train Epoch: 9 [52480/60000 (87%)]	Loss: 0.011296
Train Epoch: 9 [53120/60000 (88%)]	Loss: 0.064545
Train Epoch: 9 [53760/60000 (90%)]	Loss: 0.007471
Train Epoch: 9 [54400/60000 (91%)]	Loss: 0.034386
Train Epoch: 9 [55040/60000 (92%)]	Loss: 0.006577
Train Epoch: 9 [55680/60000 (93%)]	Loss: 0.028241
Train Epoch: 9 [56320/60000 (94%)]	Loss: 0.003503
Train Epoch: 9 [56960/60000 (95%)]	Loss: 0.009324
Train Epoch: 9 [57600/60000 (96%)]	Loss: 0.003426
Train Epoch: 9 [58240/60000 (97%)]	Loss: 0.047425
Train Epoch: 9 [58880/60000 (98%)]	Loss: 0.017534
Train Epoch: 9 [59520/60000 (99%)]	Loss: 0.010749

Test set: Average loss: 0.0288, Accuracy: 9914/10000 (99%)

Train Epoch: 10 [0/60000 (0%)]	Loss: 0.140577
Train Epoch: 10 [640/60000 (1%)]	Loss: 0.000523
Train Epoch: 10 [1280/60000 (2%)]	Loss: 0.021790
Train Epoch: 10 [1920/60000 (3%)]	Loss: 0.101851
Train Epoch: 10 [2560/60000 (4%)]	Loss: 0.001655
Train Epoch: 10 [3200/60000 (5%)]	Loss: 0.018713
Train Epoch: 10 [3840/60000 (6%)]	Loss: 0.024794
Train Epoch: 10 [4480/60000 (7%)]	Loss: 0.146518
Train Epoch: 10 [5120/60000 (9%)]	Loss: 0.008758
Train Epoch: 10 [5760/60000 (10%)]	Loss: 0.160601
Train Epoch: 10 [6400/60000 (11%)]	Loss: 0.004053
Train Epoch: 10 [7040/60000 (12%)]	Loss: 0.079322
Train Epoch: 10 [7680/60000 (13%)]	Loss: 0.002730
Train Epoch: 10 [8320/60000 (14%)]	Loss: 0.007122
Train Epoch: 10 [8960/60000 (15%)]	Loss: 0.006343
Train Epoch: 10 [9600/60000 (16%)]	Loss: 0.061736
Train Epoch: 10 [10240/60000 (17%)]	Loss: 0.008294
Train Epoch: 10 [10880/60000 (18%)]	Loss: 0.006252
Train Epoch: 10 [11520/60000 (19%)]	Loss: 0.005734
Train Epoch: 10 [12160/60000 (20%)]	Loss: 0.095558
Train Epoch: 10 [12800/60000 (21%)]	Loss: 0.008252
Train Epoch: 10 [13440/60000 (22%)]	Loss: 0.019130
Train Epoch: 10 [14080/60000 (23%)]	Loss: 0.014662
Train Epoch: 10 [14720/60000 (25%)]	Loss: 0.047679
Train Epoch: 10 [15360/60000 (26%)]	Loss: 0.041411
Train Epoch: 10 [16000/60000 (27%)]	Loss: 0.019658
Train Epoch: 10 [16640/60000 (28%)]	Loss: 0.023309
Train Epoch: 10 [17280/60000 (29%)]	Loss: 0.019728
Train Epoch: 10 [17920/60000 (30%)]	Loss: 0.059473
Train Epoch: 10 [18560/60000 (31%)]	Loss: 0.044052
Train Epoch: 10 [19200/60000 (32%)]	Loss: 0.087273
Train Epoch: 10 [19840/60000 (33%)]	Loss: 0.007541
Train Epoch: 10 [20480/60000 (34%)]	Loss: 0.005303
Train Epoch: 10 [21120/60000 (35%)]	Loss: 0.008017
Train Epoch: 10 [21760/60000 (36%)]	Loss: 0.135431
Train Epoch: 10 [22400/60000 (37%)]	Loss: 0.107499
Train Epoch: 10 [23040/60000 (38%)]	Loss: 0.011644
Train Epoch: 10 [23680/60000 (39%)]	Loss: 0.017008
Train Epoch: 10 [24320/60000 (41%)]	Loss: 0.008519
Train Epoch: 10 [24960/60000 (42%)]	Loss: 0.022334
Train Epoch: 10 [25600/60000 (43%)]	Loss: 0.093006
Train Epoch: 10 [26240/60000 (44%)]	Loss: 0.073182
Train Epoch: 10 [26880/60000 (45%)]	Loss: 0.011321
Train Epoch: 10 [27520/60000 (46%)]	Loss: 0.003029
Train Epoch: 10 [28160/60000 (47%)]	Loss: 0.023889
Train Epoch: 10 [28800/60000 (48%)]	Loss: 0.028102
Train Epoch: 10 [29440/60000 (49%)]	Loss: 0.022331
Train Epoch: 10 [30080/60000 (50%)]	Loss: 0.135083
Train Epoch: 10 [30720/60000 (51%)]	Loss: 0.000926
Train Epoch: 10 [31360/60000 (52%)]	Loss: 0.013914
Train Epoch: 10 [32000/60000 (53%)]	Loss: 0.058686
Train Epoch: 10 [32640/60000 (54%)]	Loss: 0.000938
Train Epoch: 10 [33280/60000 (55%)]	Loss: 0.009279
Train Epoch: 10 [33920/60000 (57%)]	Loss: 0.028601
Train Epoch: 10 [34560/60000 (58%)]	Loss: 0.004062
Train Epoch: 10 [35200/60000 (59%)]	Loss: 0.010355
Train Epoch: 10 [35840/60000 (60%)]	Loss: 0.029780
Train Epoch: 10 [36480/60000 (61%)]	Loss: 0.020925
Train Epoch: 10 [37120/60000 (62%)]	Loss: 0.004316
Train Epoch: 10 [37760/60000 (63%)]	Loss: 0.035030
Train Epoch: 10 [38400/60000 (64%)]	Loss: 0.005622
Train Epoch: 10 [39040/60000 (65%)]	Loss: 0.017898
Train Epoch: 10 [39680/60000 (66%)]	Loss: 0.002499
Train Epoch: 10 [40320/60000 (67%)]	Loss: 0.032021
Train Epoch: 10 [40960/60000 (68%)]	Loss: 0.013853
Train Epoch: 10 [41600/60000 (69%)]	Loss: 0.011547
Train Epoch: 10 [42240/60000 (70%)]	Loss: 0.015983
Train Epoch: 10 [42880/60000 (71%)]	Loss: 0.130110
Train Epoch: 10 [43520/60000 (72%)]	Loss: 0.007478
Train Epoch: 10 [44160/60000 (74%)]	Loss: 0.004488
Train Epoch: 10 [44800/60000 (75%)]	Loss: 0.000643
Train Epoch: 10 [45440/60000 (76%)]	Loss: 0.017213
Train Epoch: 10 [46080/60000 (77%)]	Loss: 0.095497
Train Epoch: 10 [46720/60000 (78%)]	Loss: 0.015975
Train Epoch: 10 [47360/60000 (79%)]	Loss: 0.014232
Train Epoch: 10 [48000/60000 (80%)]	Loss: 0.004965
Train Epoch: 10 [48640/60000 (81%)]	Loss: 0.054121
Train Epoch: 10 [49280/60000 (82%)]	Loss: 0.068233
Train Epoch: 10 [49920/60000 (83%)]	Loss: 0.004838
Train Epoch: 10 [50560/60000 (84%)]	Loss: 0.024794
Train Epoch: 10 [51200/60000 (85%)]	Loss: 0.020232
Train Epoch: 10 [51840/60000 (86%)]	Loss: 0.005372
Train Epoch: 10 [52480/60000 (87%)]	Loss: 0.105195
Train Epoch: 10 [53120/60000 (88%)]	Loss: 0.002870
Train Epoch: 10 [53760/60000 (90%)]	Loss: 0.100722
Train Epoch: 10 [54400/60000 (91%)]	Loss: 0.006343
Train Epoch: 10 [55040/60000 (92%)]	Loss: 0.003348
Train Epoch: 10 [55680/60000 (93%)]	Loss: 0.021066
Train Epoch: 10 [56320/60000 (94%)]	Loss: 0.088750
Train Epoch: 10 [56960/60000 (95%)]	Loss: 0.007870
Train Epoch: 10 [57600/60000 (96%)]	Loss: 0.007006
Train Epoch: 10 [58240/60000 (97%)]	Loss: 0.045278
Train Epoch: 10 [58880/60000 (98%)]	Loss: 0.003321
Train Epoch: 10 [59520/60000 (99%)]	Loss: 0.014343

Test set: Average loss: 0.0287, Accuracy: 9913/10000 (99%)

Train Epoch: 11 [0/60000 (0%)]	Loss: 0.035810
Train Epoch: 11 [640/60000 (1%)]	Loss: 0.178758
Train Epoch: 11 [1280/60000 (2%)]	Loss: 0.020227
Train Epoch: 11 [1920/60000 (3%)]	Loss: 0.034488
Train Epoch: 11 [2560/60000 (4%)]	Loss: 0.024089
Train Epoch: 11 [3200/60000 (5%)]	Loss: 0.008556
Train Epoch: 11 [3840/60000 (6%)]	Loss: 0.100233
Train Epoch: 11 [4480/60000 (7%)]	Loss: 0.003124
Train Epoch: 11 [5120/60000 (9%)]	Loss: 0.003533
Train Epoch: 11 [5760/60000 (10%)]	Loss: 0.002623
Train Epoch: 11 [6400/60000 (11%)]	Loss: 0.095558
Train Epoch: 11 [7040/60000 (12%)]	Loss: 0.005216
Train Epoch: 11 [7680/60000 (13%)]	Loss: 0.018252
Train Epoch: 11 [8320/60000 (14%)]	Loss: 0.005417
Train Epoch: 11 [8960/60000 (15%)]	Loss: 0.079216
Train Epoch: 11 [9600/60000 (16%)]	Loss: 0.024169
Train Epoch: 11 [10240/60000 (17%)]	Loss: 0.027357
Train Epoch: 11 [10880/60000 (18%)]	Loss: 0.170904
Train Epoch: 11 [11520/60000 (19%)]	Loss: 0.012377
Train Epoch: 11 [12160/60000 (20%)]	Loss: 0.028489
Train Epoch: 11 [12800/60000 (21%)]	Loss: 0.032179
Train Epoch: 11 [13440/60000 (22%)]	Loss: 0.012233
Train Epoch: 11 [14080/60000 (23%)]	Loss: 0.017472
Train Epoch: 11 [14720/60000 (25%)]	Loss: 0.047386
Train Epoch: 11 [15360/60000 (26%)]	Loss: 0.016684
Train Epoch: 11 [16000/60000 (27%)]	Loss: 0.010920
Train Epoch: 11 [16640/60000 (28%)]	Loss: 0.066857
Train Epoch: 11 [17280/60000 (29%)]	Loss: 0.000813
Train Epoch: 11 [17920/60000 (30%)]	Loss: 0.045987
Train Epoch: 11 [18560/60000 (31%)]	Loss: 0.049535
Train Epoch: 11 [19200/60000 (32%)]	Loss: 0.008580
Train Epoch: 11 [19840/60000 (33%)]	Loss: 0.017288
Train Epoch: 11 [20480/60000 (34%)]	Loss: 0.007715
Train Epoch: 11 [21120/60000 (35%)]	Loss: 0.009680
Train Epoch: 11 [21760/60000 (36%)]	Loss: 0.009293
Train Epoch: 11 [22400/60000 (37%)]	Loss: 0.001900
Train Epoch: 11 [23040/60000 (38%)]	Loss: 0.002881
Train Epoch: 11 [23680/60000 (39%)]	Loss: 0.111606
Train Epoch: 11 [24320/60000 (41%)]	Loss: 0.019191
Train Epoch: 11 [24960/60000 (42%)]	Loss: 0.016015
Train Epoch: 11 [25600/60000 (43%)]	Loss: 0.026085
Train Epoch: 11 [26240/60000 (44%)]	Loss: 0.031473
Train Epoch: 11 [26880/60000 (45%)]	Loss: 0.128660
Train Epoch: 11 [27520/60000 (46%)]	Loss: 0.000301
Train Epoch: 11 [28160/60000 (47%)]	Loss: 0.016135
Train Epoch: 11 [28800/60000 (48%)]	Loss: 0.001735
Train Epoch: 11 [29440/60000 (49%)]	Loss: 0.014264
Train Epoch: 11 [30080/60000 (50%)]	Loss: 0.008070
Train Epoch: 11 [30720/60000 (51%)]	Loss: 0.019064
Train Epoch: 11 [31360/60000 (52%)]	Loss: 0.011981
Train Epoch: 11 [32000/60000 (53%)]	Loss: 0.009502
Train Epoch: 11 [32640/60000 (54%)]	Loss: 0.003038
Train Epoch: 11 [33280/60000 (55%)]	Loss: 0.095898
Train Epoch: 11 [33920/60000 (57%)]	Loss: 0.065516
Train Epoch: 11 [34560/60000 (58%)]	Loss: 0.008976
Train Epoch: 11 [35200/60000 (59%)]	Loss: 0.001892
Train Epoch: 11 [35840/60000 (60%)]	Loss: 0.003634
Train Epoch: 11 [36480/60000 (61%)]	Loss: 0.005860
Train Epoch: 11 [37120/60000 (62%)]	Loss: 0.011383
Train Epoch: 11 [37760/60000 (63%)]	Loss: 0.008597
Train Epoch: 11 [38400/60000 (64%)]	Loss: 0.017250
Train Epoch: 11 [39040/60000 (65%)]	Loss: 0.063399
Train Epoch: 11 [39680/60000 (66%)]	Loss: 0.005086
Train Epoch: 11 [40320/60000 (67%)]	Loss: 0.013892
Train Epoch: 11 [40960/60000 (68%)]	Loss: 0.001441
Train Epoch: 11 [41600/60000 (69%)]	Loss: 0.075666
Train Epoch: 11 [42240/60000 (70%)]	Loss: 0.059702
Train Epoch: 11 [42880/60000 (71%)]	Loss: 0.028312
Train Epoch: 11 [43520/60000 (72%)]	Loss: 0.006831
Train Epoch: 11 [44160/60000 (74%)]	Loss: 0.043751
Train Epoch: 11 [44800/60000 (75%)]	Loss: 0.000954
Train Epoch: 11 [45440/60000 (76%)]	Loss: 0.017036
Train Epoch: 11 [46080/60000 (77%)]	Loss: 0.001055
Train Epoch: 11 [46720/60000 (78%)]	Loss: 0.002566
Train Epoch: 11 [47360/60000 (79%)]	Loss: 0.090989
Train Epoch: 11 [48000/60000 (80%)]	Loss: 0.017532
Train Epoch: 11 [48640/60000 (81%)]	Loss: 0.014417
Train Epoch: 11 [49280/60000 (82%)]	Loss: 0.125748
Train Epoch: 11 [49920/60000 (83%)]	Loss: 0.007691
Train Epoch: 11 [50560/60000 (84%)]	Loss: 0.006804
Train Epoch: 11 [51200/60000 (85%)]	Loss: 0.015424
Train Epoch: 11 [51840/60000 (86%)]	Loss: 0.016720
Train Epoch: 11 [52480/60000 (87%)]	Loss: 0.001541
Train Epoch: 11 [53120/60000 (88%)]	Loss: 0.044085
Train Epoch: 11 [53760/60000 (90%)]	Loss: 0.046425
Train Epoch: 11 [54400/60000 (91%)]	Loss: 0.012711
Train Epoch: 11 [55040/60000 (92%)]	Loss: 0.043180
Train Epoch: 11 [55680/60000 (93%)]	Loss: 0.028446
Train Epoch: 11 [56320/60000 (94%)]	Loss: 0.025102
Train Epoch: 11 [56960/60000 (95%)]	Loss: 0.031650
Train Epoch: 11 [57600/60000 (96%)]	Loss: 0.006913
Train Epoch: 11 [58240/60000 (97%)]	Loss: 0.005807
Train Epoch: 11 [58880/60000 (98%)]	Loss: 0.028746
Train Epoch: 11 [59520/60000 (99%)]	Loss: 0.088062

Test set: Average loss: 0.0287, Accuracy: 9910/10000 (99%)

Train Epoch: 12 [0/60000 (0%)]	Loss: 0.059533
Train Epoch: 12 [640/60000 (1%)]	Loss: 0.016866
Train Epoch: 12 [1280/60000 (2%)]	Loss: 0.017209
Train Epoch: 12 [1920/60000 (3%)]	Loss: 0.005437
Train Epoch: 12 [2560/60000 (4%)]	Loss: 0.026730
Train Epoch: 12 [3200/60000 (5%)]	Loss: 0.189745
Train Epoch: 12 [3840/60000 (6%)]	Loss: 0.091258
Train Epoch: 12 [4480/60000 (7%)]	Loss: 0.026876
Train Epoch: 12 [5120/60000 (9%)]	Loss: 0.011250
Train Epoch: 12 [5760/60000 (10%)]	Loss: 0.002442
Train Epoch: 12 [6400/60000 (11%)]	Loss: 0.017836
Train Epoch: 12 [7040/60000 (12%)]	Loss: 0.005815
Train Epoch: 12 [7680/60000 (13%)]	Loss: 0.003162
Train Epoch: 12 [8320/60000 (14%)]	Loss: 0.000759
Train Epoch: 12 [8960/60000 (15%)]	Loss: 0.005069
Train Epoch: 12 [9600/60000 (16%)]	Loss: 0.017056
Train Epoch: 12 [10240/60000 (17%)]	Loss: 0.002008
Train Epoch: 12 [10880/60000 (18%)]	Loss: 0.203858
Train Epoch: 12 [11520/60000 (19%)]	Loss: 0.001776
Train Epoch: 12 [12160/60000 (20%)]	Loss: 0.042001
Train Epoch: 12 [12800/60000 (21%)]	Loss: 0.047270
Train Epoch: 12 [13440/60000 (22%)]	Loss: 0.033985
Train Epoch: 12 [14080/60000 (23%)]	Loss: 0.012197
Train Epoch: 12 [14720/60000 (25%)]	Loss: 0.019118
Train Epoch: 12 [15360/60000 (26%)]	Loss: 0.006375
